date,open,high,low,close
2019-10-02T00:00:00,537.5,537.5,525,525
2019-10-03T00:00:00,547.5,552.5,547.5,552.5
2019-10-04T00:00:00,552.5,552.5,540,540
2019-10-07T00:00:00,555,555,555,555
2019-10-08T00:00:00,555,555,555,555
2019-10-09T00:00:00,550,550,550,550
2019-10-10T00:00:00,555,555,555,555
2019-10-11T00:00:00,557.5,557.5,557.5,557.5
2019-10-14T00:00:00,555,555,555,555
2019-10-15T00:00:00,550,560,550,560
2019-10-16T00:00:00,560,570,560,570
2019-10-17T00:00:00,570,570,570,570
2019-10-18T00:00:00,570,570,567.5,567.5
2019-10-21T00:00:00,575,575,570,570
2019-10-22T00:00:00,577.5,577.5,577.5,577.5
2019-10-23T00:00:00,585,585,585,585
2019-10-24T00:00:00,585,585,585,585
2019-10-25T00:00:00,597.5,600,597.5,600
2019-10-28T00:00:00,610,610,610,610
2019-10-29T00:00:00,615,615,615,615
2019-10-30T00:00:00,642.5,650,642.5,650
2019-10-31T00:00:00,665,665,660,660
2019-11-01T00:00:00,640,640,637.5,637.5
2019-11-04T00:00:00,680,680,680,680
2019-11-05T00:00:00,685,685,677.5,677.5
2019-11-06T00:00:00,670,670,670,670
2019-11-07T00:00:00,662.5,662.5,657.5,657.5
2019-11-08T00:00:00,680,680,680,680
2019-11-11T00:00:00,692.5,692.5,687.5,687.5
2019-11-12T00:00:00,685,685,682.5,682.5
2019-11-13T00:00:00,682.5,682.5,682.5,682.5
2019-11-14T00:00:00,690,690,680,680
2019-11-15T00:00:00,670,670,670,670
2019-11-18T00:00:00,675,675,670,670
2019-11-19T00:00:00,675,675,675,675
2019-11-20T00:00:00,710,710,710,710
2019-11-21T00:00:00,712.5,712.5,710,710
2019-11-22T00:00:00,720,720,720,720
2019-11-25T00:00:00,712.5,712.5,702.5,702.5
2019-11-26T00:00:00,700,700,692.5,692.5
2019-11-27T00:00:00,700,700,695,695
2019-11-28T00:00:00,707.5,707.5,697.5,697.5
2019-11-29T00:00:00,712.5,712.5,705,705
2019-12-02T00:00:00,720,720,707.5,707.5
2019-12-03T00:00:00,720,720,712.5,712.5
2019-12-04T00:00:00,720,720,717.5,717.5
2019-12-05T00:00:00,732.5,732.5,730,730
2019-12-06T00:00:00,752.5,752.5,747.5,747.5
2019-12-09T00:00:00,760,760,760,760
2019-12-10T00:00:00,770,770,765,765
2019-12-11T00:00:00,772.5,772.5,770,770
2019-12-12T00:00:00,757.5,775,757.5,775
2019-12-13T00:00:00,770,770,770,770
2019-12-16T00:00:00,780,780,780,780
2019-12-17T00:00:00,787.5,787.5,785,785
2019-12-18T00:00:00,787.5,787.5,785,785
2019-12-19T00:00:00,795,805,795,805
2019-12-20T00:00:00,820,820,820,820
2019-12-23T00:00:00,792.5,792.5,792.5,792.5
2019-12-24T00:00:00,797.5,797.5,797.5,797.5
2019-12-27T00:00:00,837.5,845,837.5,845
2019-12-30T00:00:00,880,880,860,860
2019-12-31T00:00:00,855,855,855,855
2020-01-02T00:00:00,890,890,880,880
2020-01-03T00:00:00,880,880,860,860
2020-01-06T00:00:00,867.5,867.5,857.5,857.5
2020-01-07T00:00:00,835,835,832.5,832.5
2020-01-08T00:00:00,855,855,852.5,852.5
2020-01-09T00:00:00,870,870,865,865
2020-01-10T00:00:00,885,885,875,875
2020-01-13T00:00:00,860,865,860,865
2020-01-14T00:00:00,857.5,857.5,842.5,842.5
2020-01-15T00:00:00,847.5,847.5,842.5,842.5
2020-01-16T00:00:00,842.5,845,842.5,845
2020-01-17T00:00:00,837.5,837.5,837.5,837.5
2020-01-20T00:00:00,845,845,825,825
2020-01-21T00:00:00,850,850,817.5,817.5
2020-01-22T00:00:00,837.5,855,837.5,855
2020-01-23T00:00:00,830,832.5,830,832.5
2020-01-24T00:00:00,820,820,815,815
2020-01-27T00:00:00,837.5,837.5,805,805
2020-01-28T00:00:00,750,777.5,750,777.5
2020-01-29T00:00:00,805,805,800,800
2020-01-30T00:00:00,780,780,770,770
2020-01-31T00:00:00,770,770,760,760
2020-02-03T00:00:00,775,775,775,775
2020-02-04T00:00:00,777.5,777.5,777.5,777.5
2020-02-05T00:00:00,800,800,800,800
2020-02-06T00:00:00,822.5,822.5,822.5,822.5
2020-02-07T00:00:00,822.5,822.5,770,770
2020-02-10T00:00:00,765,775,765,775
2020-02-11T00:00:00,750,777.5,750,777.5
2020-02-12T00:00:00,777.5,777.5,765,765
2020-02-13T00:00:00,770,770,750,750
2020-02-14T00:00:00,752.5,752.5,750,750
2020-02-17T00:00:00,745,745,730,730
2020-02-18T00:00:00,745,745,745,745
2020-02-19T00:00:00,717.5,717.5,710,710
2020-02-20T00:00:00,710,710,710,710
2020-02-21T00:00:00,722.5,722.5,717.5,717.5
2020-02-24T00:00:00,692.5,692.5,687.5,687.5
2020-02-25T00:00:00,670,670,665,665
2020-02-26T00:00:00,670,670,660,660
2020-02-27T00:00:00,685,685,662.5,662.5
2020-02-28T00:00:00,665,665,635,635
2020-03-02T00:00:00,637.5,637.5,637.5,637.5
2020-03-03T00:00:00,640,640,635,635
2020-03-04T00:00:00,670,670,667.5,667.5
2020-03-05T00:00:00,680,680,672.5,672.5
2020-03-06T00:00:00,670,670,642.5,642.5
2020-03-09T00:00:00,650,650,650,650
2020-03-10T00:00:00,655,655,635,635
2020-03-11T00:00:00,652.5,652.5,622.5,622.5
2020-03-12T00:00:00,610,610,605,605
2020-03-13T00:00:00,615,615,615,615
2020-03-16T00:00:00,595,595,590,590
2020-03-17T00:00:00,622.5,622.5,622.5,622.5
2020-03-18T00:00:00,622.5,622.5,587.5,587.5
2020-03-19T00:00:00,630,630,577.5,577.5
2020-03-20T00:00:00,640,640,640,640
2020-03-23T00:00:00,630,630,630,630
2020-03-24T00:00:00,592.5,592.5,590,590
2020-03-25T00:00:00,612.5,612.5,607.5,607.5
2020-03-26T00:00:00,600,607.5,600,607.5
2020-03-27T00:00:00,630,630,610,610
2020-03-30T00:00:00,640,685,640,685
2020-03-31T00:00:00,635,635,610,610
2020-04-01T00:00:00,625,625,610,610
2020-04-02T00:00:00,625,625,605,605
2020-04-03T00:00:00,595,595,595,595
2020-04-06T00:00:00,610,610,590,590
2020-04-07T00:00:00,612.5,612.5,590,590
2020-04-08T00:00:00,625,625,620,620
2020-04-09T00:00:00,595,595,590,590
2020-04-14T00:00:00,565,565,560,560
2020-04-15T00:00:00,560,560,540,540
2020-04-16T00:00:00,540,540,525,525
2020-04-17T00:00:00,560,560,545,545
2020-04-20T00:00:00,555,555,545,545
2020-04-21T00:00:00,535,535,520,520
2020-04-22T00:00:00,520,520,505,505
2020-04-23T00:00:00,530,530,510,510
2020-04-24T00:00:00,535,535,520,520
2020-04-27T00:00:00,520,520,520,520
